,Timestamp,ANGRY,CONFUSED,SAD,SURPRISED,DISGUSTED,FEAR,HAPPY,ENGAGEMENT
0,0,50.47805282099128,50.95072125635586,49.38390286191419,49.27510387680539,50.76809536001797,49.05719449351935,46.86445706484683,47.47159831522456
1,1,51.88018341922326,52.01309371995727,49.83489237749621,48.71585618826708,50.61685755181814,50.43100991533335,48.59178955355589,49.35427324335104
2,2,52.3714042927785,52.21041119347979,51.67894885699429,48.78295770382624,49.15280203132708,50.35181302606132,48.43312168340818,49.04521155738985
3,3,51.30740573031761,52.004876294136,52.33892939889911,52.59940320090735,53.05397709812362,52.03502712793142,50.43148568321622,48.19666750579974
4,4,50.6814284253606,53.19067275270298,51.84340118470628,49.27765658300258,50.87282162966925,49.59477327454697,49.39929013620696,49.2708174091048
5,5,46.40777401001594,50.50157779300935,48.59052328427713,48.24502624267692,47.56423797523681,46.77000921513883,47.11695813731844,43.28664943114337
6,6,50.51719945274334,49.4821670356914,49.09345097761072,50.1168264537569,48.32880023651963,48.80382301659449,48.63598589789018,45.99054402294395
7,7,48.18794487058977,51.26907022161402,48.34500865428268,48.28172830487605,47.03027627440498,46.75808615975856,47.06500511382264,48.58650448851441
8,8,47.15581051201627,50.77844787497693,48.40498820421006,47.36727418987732,46.53721279889213,47.56194492148323,47.7581561632559,47.5795211199826
9,9,48.89072748753596,51.49973494746361,48.21610881892573,49.70258811287005,48.41116118635042,48.66639784411294,50.05948243894621,46.90288651322656
10,10,51.04653576603562,51.40326449023088,49.59190152491812,49.35645983497324,49.62757574133309,48.8428166255855,48.7571987608682,47.99713446817166
11,11,50.42971299497666,52.09591617208385,48.39952988592756,49.89741291258674,49.05816875375996,49.48808458693223,48.38943460592213,48.49695566220009
12,12,51.6977394263599,50.20186800406579,48.2221519951112,48.26280290091402,47.10492244936768,48.97296484868257,46.10888260955835,48.57134320574589
13,13,51.09063256339515,49.84011976360722,48.36457807909272,47.13597897311093,46.6763092512254,46.70691171486245,45.82583366437344,48.53633149791717
14,14,51.45775466658875,52.83486873268455,50.39389790425366,48.42434818144141,49.32687408419882,48.35539245934299,47.74381465398815,51.01544366705603
15,15,51.05345700202357,50.77360593254898,51.16383940370886,49.4659923954225,49.63849220317045,50.13558508390379,49.00741954356236,48.81266381175256
16,16,52.06023197023203,49.76279795857185,49.03331501707831,52.01281854651661,52.31504244780501,51.66747971990361,49.90318016442646,47.26785754208435
17,17,49.65038263180646,49.6417610023299,47.76618951660061,50.25672297516478,49.72933680933867,49.48520467117059,48.54900403203622,44.6428118382697
18,18,51.04606933652415,47.06434250205123,49.86787859880302,49.99669243726088,49.18838616933981,49.37463029425864,48.49268584319499,47.35864482780109
19,19,46.64323024135351,47.36552889796777,47.94401483289171,47.59639150761863,46.91425750262172,48.07113104633905,46.75722996887935,45.70505518496233
20,20,46.40879041994637,46.30887638465053,50.36270990598014,47.91053782805396,48.04841414852456,48.07553733291397,48.72801131472701,46.94470907028269
21,21,46.12554637947499,47.18989226032835,49.94792938670794,48.01094579971312,48.55753658892294,48.67352851821251,48.78187054030182,46.89635463966329
22,22,48.15303844907158,47.92692198835377,50.87809831645643,48.27313227447213,50.01909893841025,50.44701107041488,46.79644708347337,48.33393057992701
23,23,47.07327834702896,49.65456527782066,49.18279955098372,48.96233998154689,47.60079884514938,49.48113847775758,47.66226195548559,48.43211570099595
24,24,48.49488439920007,49.75008073875821,48.21022545760125,49.6393878284424,48.31511866140655,49.95144399455459,47.67098949475348,48.74269361351727
25,25,50.12921176298025,51.27601512888064,46.42463133002467,51.7576847830799,47.81085482882896,48.23940767898088,48.05872516595899,47.87963382992211
26,26,49.09450271549137,50.64538728347922,46.16715919065251,50.19906604766741,49.31419487305268,50.85263240956269,47.14818968031877,47.99348495986306
27,27,49.41018120354961,51.90405485798597,46.91841847940253,47.43609738072508,47.45849726756992,47.52438926903779,46.12507430564072,49.60577671778344
28,28,50.73906379754296,50.34498568618543,48.13439060561538,47.66187041332058,48.50964379018035,48.5739083168036,46.99273036242588,48.67853299105367
29,29,49.18184319134472,48.6150067304876,48.08910260535215,49.24338108678756,47.58916938805433,50.9928569298926,48.32690952421611,48.53714310240302
30,30,50.78851138786548,48.13877150912309,47.73366708651988,47.76285449393478,48.16344428464517,51.5044098713518,48.16140640605578,48.7619946152719
31,31,51.17891953758067,50.50985531486432,47.06403356079448,48.17710880065509,49.37781737391042,50.46937996142964,48.45601273882338,49.43550579857392
32,32,50.56222222798618,51.54546208086133,48.22476005933296,48.98840638199947,49.91136709293866,51.56444456954377,50.73033770673903,51.60355618722991
33,33,46.6196086695801,49.88036792117628,51.24062048863939,48.82458831303607,49.16379399726164,50.39363861996465,47.60380644316,50.04548595754975
34,34,50.5251586670416,49.85658371183565,49.99529554719684,48.81140087058212,49.77762091915749,50.5843536964197,48.09479938527431,50.44468636919699
35,35,52.51630870551436,51.11272328446623,48.94579172613535,48.95004455367893,51.40823700731866,50.84982241723214,48.29579034629052,50.95303691020032
36,36,48.81609000647131,50.59570562043948,50.44220226050003,48.29982639838486,47.67970746278307,49.33551588581174,46.94520366996219,50.0492656226053
37,37,47.74200934650874,47.64772386862649,51.78717146824364,48.16277189309226,49.20758237033705,48.49205048597756,45.57142390013635,50.64461928029112
38,38,47.34300114794129,49.18915621479006,52.49808205864821,46.23109753663152,50.29678139310813,48.73585065830522,46.88938224563222,51.091302304392
