,Timestamp,ANGRY,CONFUSED,SAD,SURPRISED,DISGUSTED,FEAR,HAPPY,ENGAGEMENT
0,0,48.87738534890079,48.70193003309636,48.11894683215311,50.06426816253216,47.47977349484955,48.77902512867104,50.22595576047887,47.84313880968512
1,1,47.58781644938141,49.47737484374525,49.3398945215904,49.57706071798994,46.93483430532251,48.75921022410787,48.44281060463947,47.44760307141574
2,2,46.25753358141579,49.02846266439503,49.45081168988552,50.47303126175034,46.69103025742587,47.24159690647786,46.39201714777484,46.97132922033424
3,3,48.64537800639842,51.71629695940515,49.40565607033857,49.6830800403548,48.18021758408821,48.60178487652267,48.53323503476516,50.55601159069983
4,4,52.14353071824803,50.92781736849074,51.32228215665165,51.34814969718455,50.64705636617811,48.1134433997397,48.8739481726489,49.44413208715688
5,5,48.79999393779033,49.71962336437537,47.6043439993351,48.8185703137822,47.90479661020852,46.98622723350101,48.92850800708446,48.36302023664838
6,6,47.2899529925443,47.8272405085072,48.81058267168017,48.90250058605348,48.8566438717788,48.4818618799664,49.86346460197319,46.37868652008856
7,7,52.575000924774,52.68525253184009,50.05972857797385,49.24150022312626,50.72404825126887,51.01742050902218,48.96886917345694,52.6087562051264
8,8,50.2369095016325,48.23331181276702,51.73145769715667,51.14671306625279,50.36325500583806,49.12797937450299,50.54007324365662,51.78202195590917
9,9,49.79170846619714,48.81614677575355,51.52762545419208,49.06791606842145,47.60714202709092,48.24288392223428,51.89590629522159,51.40070431239524
10,10,48.50489202957813,45.55149149414288,48.37805311643815,48.46232420719509,47.6827516263731,47.12418158457493,48.80487434022407,46.77155908956249
11,11,47.45883110673482,45.7450781508394,48.96585037933704,47.74815467310904,46.68217930989979,46.84530594397017,47.48748592770487,48.25518465316313
12,12,48.48202447407218,48.22359287429502,48.37046478886425,46.83702863014453,46.62726909715949,48.49249942971779,47.29508412026124,48.03663075779659
13,13,47.84224441699325,47.08225687949741,48.55608806541259,47.74639450558242,47.70895515189171,48.79471276850187,49.10549821986145,48.76030757028383
14,14,50.5848843929818,50.26939297685363,49.32696629034752,51.4594739571442,50.63001559361106,49.65131527462243,48.87004329089488,49.72850198250207
15,15,50.60127356177685,50.12365244745416,50.14994455589409,50.56728813275452,49.20028772520439,49.31340521312709,50.24541759886748,50.42050320102825
16,16,49.20419317522271,50.60005418616365,48.22919310954956,50.23193189627507,48.27786663209717,48.6339677583618,49.117602818137,49.43866882949055
17,17,51.365093967369,49.97212941253451,49.36090962541051,49.93542052788121,49.68675574298818,47.8439281987135,50.6229544255016,51.15477965221226
18,18,48.89351473144963,48.11646334032785,48.23611164919105,48.99148023147908,48.57586563978495,47.11738294376139,51.16675252064341,48.39696852777867
19,19,47.87090002993184,46.57761201662285,50.16010048077292,47.60946450396912,47.25115444793233,47.04029671647423,49.88243692728918,49.21757826634013
20,20,47.81919953236116,46.99189314751056,50.85241368508397,48.17379667708126,48.86917816432317,49.01668677386422,51.68049147480757,51.46555089456056
21,21,48.56419332092445,46.95429120238923,47.60203630990117,49.39903842430458,49.48678811129493,48.24408147195096,51.28157478946957,49.07873275204371
22,22,48.95269215214219,47.66562659433015,51.88730946116033,50.6981224298065,50.95458875126984,50.64292227619362,51.4149072184207,52.97432607641704
23,23,49.31096056178674,48.03870706055932,49.67648095181174,49.72785537844891,49.61200056941069,48.84863334563882,52.53791735446337,50.78120405483605
24,24,51.36172334056507,49.49490317080337,49.41705435778862,51.75227943842349,51.4750892454245,50.84617992474273,54.46148083773851,51.83452904567817
25,25,49.63080985515077,49.41034174359314,49.30867841298051,53.71906271196426,53.37008391312562,51.29119234157683,54.11083376525002,52.38215518870616
26,26,48.76729541088431,50.05604699556689,49.69882972722414,52.14991445925723,53.09769595757771,51.71004368191039,54.68203672498467,53.20557984887559
27,27,49.98541196035299,50.11890574007409,48.73775808302252,51.50161198303335,52.40872093067617,51.29285058207076,53.74368865197447,52.74344332833243
28,28,50.14320635758069,47.66197683121353,48.09729699804213,51.21822404708046,53.19365750451216,51.38071806782286,55.97858891740227,53.44598367989254
29,29,52.6489966060517,49.52702218227034,48.13431910093215,53.59948760253405,56.07661664246023,53.40619356700033,56.68787214116941,52.4068595868352
30,30,52.37034210174573,50.85537106759433,50.2371760443488,52.21017029004707,54.51631636269669,52.40334865830455,57.39705671508842,55.74404590739341
31,31,51.88696371176871,49.8662241789466,47.06003035152308,51.90616755661471,54.53447140177027,52.41355984539883,58.68239894951323,55.80018277797492
32,32,54.81340106976863,50.64340288203394,50.17740774226193,54.06501965056272,57.78745292815438,54.33062729194541,62.17987627704282,58.82821029534585
33,33,53.25179183966871,48.18331968474352,49.75907286844728,52.00399949264417,56.45887065917874,52.5631981905741,61.06460369434865,56.76262209816249
34,34,54.33475381102715,50.00584849295534,51.06322661105873,52.43981407156725,55.90236593590679,52.76617982554407,59.16829416522008,54.80656494399522
35,35,54.71764054468161,51.7711830359559,51.806772400237,52.39461048868311,56.10804681660259,53.77272969111905,57.68344274949295,55.91401818215318
36,36,53.45014352708318,51.34470378961448,47.44989710691365,52.02786878435367,54.23356774072325,51.95152944712271,55.98673511029445,55.26337553769064
37,37,53.1031655241623,52.86886994867015,50.88066442604053,52.8778884777056,55.99210693636238,54.4599226781399,56.71258526225817,54.7659187440421
38,38,52.19345963428542,52.87016842537122,46.0838133529992,52.15713594624621,55.06080475267461,52.32917390210362,56.16684884613845,53.40716949805021
39,39,48.15715740410324,50.03388750556953,47.09646587879757,50.69703098234498,52.8693095470876,49.96723465465185,57.0924162652755,50.38077227926351
40,40,51.00341605594414,49.57766948881002,47.46633433538398,51.12055217555539,54.79607075144381,51.68670185279491,56.81944924234617,49.39694139984672
